"Reporting Area","Current MMWR Year","MMWR WEEK","Label","Current week","Current week, flag","Previous 52 week Max","Previous 52 weeks Max, flag","Cumulative YTD Current MMWR Year","Cumulative YTD Current MMWR Year, flag","Cumulative YTD Previous MMWR Year","Cumulative YTD Previous MMWR Year, flag","LOCATION1","LOCATION2","sort_order","geocode"
"PACIFIC","2022","3","Cyclosporiasis",,"-","14","-",,"-",,"-",,"PACIFIC","20220301597",
"ALASKA","2022","3","Cyclosporiasis",,"-","0","-",,"-",,"-","ALASKA",,"20220301598","POINT (-151.631889 63.631126)"
"CALIFORNIA","2022","3","Cyclosporiasis",,"-","10","-",,"-",,"-","CALIFORNIA",,"20220301599","POINT (-119.662127 37.211164)"
"HAWAII","2022","3","Cyclosporiasis",,"-","0","-",,"-",,"-","HAWAII",,"20220301600","POINT (-157.854309 21.361013)"
"OREGON","2022","3","Cyclosporiasis",,"-","4","-",,"-",,"-","OREGON",,"20220301601","POINT (-120.605279 43.940449)"
"WASHINGTON","2022","3","Cyclosporiasis",,"-","0","-",,"-",,"-","WASHINGTON",,"20220301602","POINT (-120.592492 47.411715)"
"US TERRITORIES","2022","3","Cyclosporiasis",,"-","0","-",,"-",,"-",,"US TERRITORIES","20220301603",
"AMERICAN SAMOA","2022","3","Cyclosporiasis",,"N",,"NC",,"N",,"N","AMERICAN SAMOA",,"20220301604",
"NORTHERN MARIANA ISLANDS","2022","3","Cyclosporiasis",,"-","0","-",,"-",,"-","NORTHERN MARIANA ISLANDS",,"20220301605","POINT (145.725693 15.1834)"
"GUAM","2022","3","Cyclosporiasis",,"-","0","-",,"-",,"-","GUAM",,"20220301606","POINT (144.653198 13.3532)"
"PUERTO RICO","2022","3","Cyclosporiasis",,"-","0","-",,"-",,"-","PUERTO RICO",,"20220301607","POINT (-66.414655 18.215692)"
"U.S. VIRGIN ISLANDS","2022","3","Cyclosporiasis",,"-","0","-",,"-",,"-","U.S. VIRGIN ISLANDS",,"20220301608",
"NON-US RESIDENTS","2022","3","Cyclosporiasis",,"-","1","-",,"-",,"-",,"NON-US RESIDENTS","20220301609",
"TOTAL","2022","3","Cyclosporiasis",,"-","197","-","5","-","6","-",,"TOTAL","20220301610",
"US RESIDENTS","2022","4","Cyclosporiasis",,"-","196","-","5","-","7","-",,"US RESIDENTS","20220401541",
"NEW ENGLAND","2022","4","Cyclosporiasis",,"-","13","-",,"-",,"-",,"NEW ENGLAND","20220401542",
"CONNECTICUT","2022","4","Cyclosporiasis",,"-","7","-",,"-",,"-","CONNECTICUT",,"20220401543","POINT (-72.738288 41.575155)"
"MAINE","2022","4","Cyclosporiasis",,"-","2","-",,"-",,"-","MAINE",,"20220401544","POINT (-69.06137 45.117911)"
"MASSACHUSETTS","2022","4","Cyclosporiasis",,"-","6","-",,"-",,"-","MASSACHUSETTS",,"20220401545","POINT (-71.481104 42.151077)"
"NEW HAMPSHIRE","2022","4","Cyclosporiasis",,"-","1","-",,"-",,"-","NEW HAMPSHIRE",,"20220401546","POINT (-71.57139 43.680429)"
"RHODE ISLAND","2022","4","Cyclosporiasis",,"-","1","-",,"-",,"-","RHODE ISLAND",,"20220401547","POINT (-71.534637 41.572574)"
"VERMONT","2022","4","Cyclosporiasis",,"-","0","-",,"-",,"-","VERMONT",,"20220401548","POINT (-72.662695 44.075252)"
"MIDDLE ATLANTIC","2022","4","Cyclosporiasis",,"-","40","-","1","-","1","-",,"MIDDLE ATLANTIC","20220401549",
"NEW JERSEY","2022","4","Cyclosporiasis",,"-","1","-",,"-",,"-","NEW JERSEY",,"20220401550","POINT (-74.655514 40.110253)"
"NEW YORK","2022","4","Cyclosporiasis",,"-","28","-","1","-","1","-","NEW YORK",,"20220401551","POINT (-75.59655 42.921241)"
"NEW YORK CITY","2022","4","Cyclosporiasis",,"-","12","-",,"-",,"-","NEW YORK CITY",,"20220401552",
"PENNSYLVANIA","2022","4","Cyclosporiasis",,"N",,"NC",,"N",,"N","PENNSYLVANIA",,"20220401553","POINT (-77.838886 40.896694)"
"EAST NORTH CENTRAL","2022","4","Cyclosporiasis",,"-","52","-",,"-","4","-",,"EAST NORTH CENTRAL","20220401554",
"ILLINOIS","2022","4","Cyclosporiasis",,"-","21","-",,"-",,"-","ILLINOIS",,"20220401555","POINT (-89.148632 40.124144)"
"INDIANA","2022","4","Cyclosporiasis",,"-","2","-",,"-",,"-","INDIANA",,"20220401556","POINT (-86.2818 39.919991)"
"MICHIGAN","2022","4","Cyclosporiasis",,"-","10","-",,"-",,"-","MICHIGAN",,"20220401557","POINT (-85.730977 44.874798)"
"OHIO","2022","4","Cyclosporiasis",,"-","15","-",,"-","4","-","OHIO",,"20220401558","POINT (-82.70936 40.415534)"
"WISCONSIN","2022","4","Cyclosporiasis",,"-","23","-",,"-",,"-","WISCONSIN",,"20220401559","POINT (-89.732969 44.639954)"
"WEST NORTH CENTRAL","2022","4","Cyclosporiasis",,"-","28","-",,"-",,"-",,"WEST NORTH CENTRAL","20220401560",
"IOWA","2022","4","Cyclosporiasis",,"-","16","-",,"-",,"-","IOWA",,"20220401561","POINT (-93.500061 42.074659)"
"KANSAS","2022","4","Cyclosporiasis",,"-","2","-",,"-",,"-","KANSAS",,"20220401562","POINT (-98.38018 38.484729)"
"MINNESOTA","2022","4","Cyclosporiasis",,"-","0","-",,"-",,"-","MINNESOTA",,"20220401563","POINT (-94.198308 46.349153)"
"MISSOURI","2022","4","Cyclosporiasis",,"-","11","-",,"-",,"-","MISSOURI",,"20220401564","POINT (-92.477244 38.3675)"
"NEBRASKA","2022","4","Cyclosporiasis",,"-","8","-",,"-",,"-","NEBRASKA",,"20220401565","POINT (-99.810595 41.527099)"
"NORTH DAKOTA","2022","4","Cyclosporiasis",,"-","2","-",,"-",,"-","NORTH DAKOTA",,"20220401566","POINT (-100.46931 47.446305)"
"SOUTH DAKOTA","2022","4","Cyclosporiasis",,"-","4","-",,"-",,"-","SOUTH DAKOTA",,"20220401567","POINT (-100.230491 44.43614)"
"SOUTH ATLANTIC","2022","4","Cyclosporiasis",,"-","52","-","1","-",,"-",,"SOUTH ATLANTIC","20220401568",
"DELAWARE","2022","4","Cyclosporiasis",,"-","2","-",,"-",,"-","DELAWARE",,"20220401569","POINT (-75.452394 38.994926)"
"DISTRICT OF COLUMBIA","2022","4","Cyclosporiasis",,"-","0","-",,"-",,"-","DISTRICT OF COLUMBIA",,"20220401570","POINT (-77.016275 38.904785)"
"FLORIDA","2022","4","Cyclosporiasis",,"-","41","-","1","-",,"-","FLORIDA",,"20220401571","POINT (-82.420978 28.260731)"
"GEORGIA","2022","4","Cyclosporiasis",,"-","12","-",,"-",,"-","GEORGIA",,"20220401572","POINT (-83.426574 32.638481)"
"MARYLAND","2022","4","Cyclosporiasis",,"-","6","-",,"-",,"-","MARYLAND",,"20220401573","POINT (-76.687282 38.946466)"
"NORTH CAROLINA","2022","4","Cyclosporiasis",,"-","8","-",,"-",,"-","NORTH CAROLINA",,"20220401574","POINT (-79.130883 35.52603)"
"SOUTH CAROLINA","2022","4","Cyclosporiasis",,"-","8","-",,"-",,"-","SOUTH CAROLINA",,"20220401575","POINT (-80.864614 33.878572)"
"VIRGINIA","2022","4","Cyclosporiasis",,"-","4","-",,"-",,"-","VIRGINIA",,"20220401576","POINT (-78.666382 37.510861)"
"WEST VIRGINIA","2022","4","Cyclosporiasis",,"-","0","-",,"-",,"-","WEST VIRGINIA",,"20220401577","POINT (-80.613729 38.642579)"
"EAST SOUTH CENTRAL","2022","4","Cyclosporiasis",,"-","8","-",,"-","1","-",,"EAST SOUTH CENTRAL","20220401578",
"ALABAMA","2022","4","Cyclosporiasis",,"-","3","-",,"-",,"-","ALABAMA",,"20220401579","POINT (-86.844516 32.756889)"
"KENTUCKY","2022","4","Cyclosporiasis",,"N",,"NC",,"N",,"N","KENTUCKY",,"20220401580","POINT (-85.290484 37.526683)"
"MISSISSIPPI","2022","4","Cyclosporiasis",,"N",,"NC",,"N",,"N","MISSISSIPPI",,"20220401581","POINT (-89.65344 32.713378)"
"TENNESSEE","2022","4","Cyclosporiasis",,"-","8","-",,"-","1","-","TENNESSEE",,"20220401582","POINT (-86.343226 35.842998)"
"WEST SOUTH CENTRAL","2022","4","Cyclosporiasis",,"-","38","-","3","-","1","-",,"WEST SOUTH CENTRAL","20220401583",
"ARKANSAS","2022","4","Cyclosporiasis",,"-","2","-",,"-",,"-","ARKANSAS",,"20220401584","POINT (-92.439162 34.899825)"
"LOUISIANA","2022","4","Cyclosporiasis",,"-","11","-",,"-",,"-","LOUISIANA",,"20220401585","POINT (-91.840238 30.921314)"
"OKLAHOMA","2022","4","Cyclosporiasis",,"N",,"NC",,"N",,"N","OKLAHOMA",,"20220401586","POINT (-97.508297 35.583449)"
"TEXAS","2022","4","Cyclosporiasis",,"-","31","-","3","-","1","-","TEXAS",,"20220401587","POINT (-99.317341 31.447238)"
"MOUNTAIN","2022","4","Cyclosporiasis",,"-","24","-",,"-",,"-",,"MOUNTAIN","20220401588",
"ARIZONA","2022","4","Cyclosporiasis",,"-","5","-",,"-",,"-","ARIZONA",,"20220401589","POINT (-111.664616 34.293239)"
"COLORADO","2022","4","Cyclosporiasis",,"-","18","-",,"-",,"-","COLORADO",,"20220401590","POINT (-105.547832 38.998552)"
"IDAHO","2022","4","Cyclosporiasis",,"N",,"NC",,"N",,"N","IDAHO",,"20220401591","POINT (-114.659366 44.389073)"
"MONTANA","2022","4","Cyclosporiasis",,"-","1","-",,"-",,"-","MONTANA",,"20220401592","POINT (-109.645127 47.033521)"
"NEVADA","2022","4","Cyclosporiasis",,"N",,"NC",,"N",,"N","NEVADA",,"20220401593","POINT (-114.916992 39.283294)"
"NEW MEXICO","2022","4","Cyclosporiasis",,"-","2","-",,"-",,"-","NEW MEXICO",,"20220401594","POINT (-106.108388 34.421369)"
"UTAH","2022","4","Cyclosporiasis",,"-","6","-",,"-",,"-","UTAH",,"20220401595","POINT (-111.678222 39.323779)"
"WYOMING","2022","4","Cyclosporiasis",,"-","1","-",,"-",,"-","WYOMING",,"20220401596","POINT (-107.55145 42.999627)"
"PACIFIC","2022","4","Cyclosporiasis",,"-","14","-",,"-",,"-",,"PACIFIC","20220401597",
"ALASKA","2022","4","Cyclosporiasis",,"-","0","-",,"-",,"-","ALASKA",,"20220401598","POINT (-151.631889 63.631126)"
"CALIFORNIA","2022","4","Cyclosporiasis",,"-","10","-",,"-",,"-","CALIFORNIA",,"20220401599","POINT (-119.662127 37.211164)"
"HAWAII","2022","4","Cyclosporiasis",,"-","0","-",,"-",,"-","HAWAII",,"20220401600","POINT (-157.854309 21.361013)"
"OREGON","2022","4","Cyclosporiasis",,"-","4","-",,"-",,"-","OREGON",,"20220401601","POINT (-120.605279 43.940449)"
"WASHINGTON","2022","4","Cyclosporiasis",,"-","0","-",,"-",,"-","WASHINGTON",,"20220401602","POINT (-120.592492 47.411715)"
"US TERRITORIES","2022","4","Cyclosporiasis",,"-","0","-",,"-",,"-",,"US TERRITORIES","20220401603",
"AMERICAN SAMOA","2022","4","Cyclosporiasis",,"N",,"NC",,"N",,"N","AMERICAN SAMOA",,"20220401604",
"NORTHERN MARIANA ISLANDS","2022","4","Cyclosporiasis",,"-","0","-",,"-",,"-","NORTHERN MARIANA ISLANDS",,"20220401605","POINT (145.725693 15.1834)"
"GUAM","2022","4","Cyclosporiasis",,"-","0","-",,"-",,"-","GUAM",,"20220401606","POINT (144.653198 13.3532)"
"PUERTO RICO","2022","4","Cyclosporiasis",,"-","0","-",,"-",,"-","PUERTO RICO",,"20220401607","POINT (-66.414655 18.215692)"
"U.S. VIRGIN ISLANDS","2022","4","Cyclosporiasis",,"-","0","-",,"-",,"-","U.S. VIRGIN ISLANDS",,"20220401608",
"NON-US RESIDENTS","2022","4","Cyclosporiasis",,"-","1","-",,"-",,"-",,"NON-US RESIDENTS","20220401609",
"TOTAL","2022","4","Cyclosporiasis",,"-","197","-","5","-","7","-",,"TOTAL","20220401610",
"US RESIDENTS","2022","5","Cyclosporiasis","1","-","198","-","6","-","9","-",,"US RESIDENTS","20220501541",
"NEW ENGLAND","2022","5","Cyclosporiasis",,"-","13","-",,"-",,"-",,"NEW ENGLAND","20220501542",
"CONNECTICUT","2022","5","Cyclosporiasis",,"-","7","-",,"-",,"-","CONNECTICUT",,"20220501543","POINT (-72.738288 41.575155)"
"MAINE","2022","5","Cyclosporiasis",,"-","2","-",,"-",,"-","MAINE",,"20220501544","POINT (-69.06137 45.117911)"
"MASSACHUSETTS","2022","5","Cyclosporiasis",,"-","6","-",,"-",,"-","MASSACHUSETTS",,"20220501545","POINT (-71.481104 42.151077)"
"NEW HAMPSHIRE","2022","5","Cyclosporiasis",,"-","1","-",,"-",,"-","NEW HAMPSHIRE",,"20220501546","POINT (-71.57139 43.680429)"
"RHODE ISLAND","2022","5","Cyclosporiasis",,"-","1","-",,"-",,"-","RHODE ISLAND",,"20220501547","POINT (-71.534637 41.572574)"
"VERMONT","2022","5","Cyclosporiasis",,"-","0","-",,"-",,"-","VERMONT",,"20220501548","POINT (-72.662695 44.075252)"
"MIDDLE ATLANTIC","2022","5","Cyclosporiasis",,"-","40","-","1","-","1","-",,"MIDDLE ATLANTIC","20220501549",
"NEW JERSEY","2022","5","Cyclosporiasis",,"-","1","-",,"-",,"-","NEW JERSEY",,"20220501550","POINT (-74.655514 40.110253)"
"NEW YORK","2022","5","Cyclosporiasis",,"-","28","-","1","-","1","-","NEW YORK",,"20220501551","POINT (-75.59655 42.921241)"
"NEW YORK CITY","2022","5","Cyclosporiasis",,"-","12","-",,"-",,"-","NEW YORK CITY",,"20220501552",
"PENNSYLVANIA","2022","5","Cyclosporiasis",,"N",,"NC",,"N",,"N","PENNSYLVANIA",,"20220501553","POINT (-77.838886 40.896694)"
"EAST NORTH CENTRAL","2022","5","Cyclosporiasis",,"-","52","-",,"-","4","-",,"EAST NORTH CENTRAL","20220501554",
"ILLINOIS","2022","5","Cyclosporiasis",,"-","21","-",,"-",,"-","ILLINOIS",,"20220501555","POINT (-89.148632 40.124144)"
"INDIANA","2022","5","Cyclosporiasis",,"-","2","-",,"-",,"-","INDIANA",,"20220501556","POINT (-86.2818 39.919991)"
"MICHIGAN","2022","5","Cyclosporiasis",,"-","10","-",,"-",,"-","MICHIGAN",,"20220501557","POINT (-85.730977 44.874798)"
"OHIO","2022","5","Cyclosporiasis",,"-","15","-",,"-","4","-","OHIO",,"20220501558","POINT (-82.70936 40.415534)"
"WISCONSIN","2022","5","Cyclosporiasis",,"-","23","-",,"-",,"-","WISCONSIN",,"20220501559","POINT (-89.732969 44.639954)"
"WEST NORTH CENTRAL","2022","5","Cyclosporiasis",,"-","28","-",,"-","1","-",,"WEST NORTH CENTRAL","20220501560",
"IOWA","2022","5","Cyclosporiasis",,"-","16","-",,"-",,"-","IOWA",,"20220501561","POINT (-93.500061 42.074659)"
"KANSAS","2022","5","Cyclosporiasis",,"-","2","-",,"-",,"-","KANSAS",,"20220501562","POINT (-98.38018 38.484729)"
"MINNESOTA","2022","5","Cyclosporiasis",,"-","0","-",,"-",,"-","MINNESOTA",,"20220501563","POINT (-94.198308 46.349153)"
"MISSOURI","2022","5","Cyclosporiasis",,"-","11","-",,"-","1","-","MISSOURI",,"20220501564","POINT (-92.477244 38.3675)"
"NEBRASKA","2022","5","Cyclosporiasis",,"-","8","-",,"-",,"-","NEBRASKA",,"20220501565","POINT (-99.810595 41.527099)"
"NORTH DAKOTA","2022","5","Cyclosporiasis",,"-","2","-",,"-",,"-","NORTH DAKOTA",,"20220501566","POINT (-100.46931 47.446305)"
"SOUTH DAKOTA","2022","5","Cyclosporiasis",,"-","4","-",,"-",,"-","SOUTH DAKOTA",,"20220501567","POINT (-100.230491 44.43614)"
"SOUTH ATLANTIC","2022","5","Cyclosporiasis",,"-","52","-","1","-","1","-",,"SOUTH ATLANTIC","20220501568",
"DELAWARE","2022","5","Cyclosporiasis",,"-","2","-",,"-",,"-","DELAWARE",,"20220501569","POINT (-75.452394 38.994926)"
"DISTRICT OF COLUMBIA","2022","5","Cyclosporiasis",,"-","0","-",,"-",,"-","DISTRICT OF COLUMBIA",,"20220501570","POINT (-77.016275 38.904785)"
"FLORIDA","2022","5","Cyclosporiasis",,"-","41","-","1","-","1","-","FLORIDA",,"20220501571","POINT (-82.420978 28.260731)"
"GEORGIA","2022","5","Cyclosporiasis",,"-","12","-",,"-",,"-","GEORGIA",,"20220501572","POINT (-83.426574 32.638481)"
"MARYLAND","2022","5","Cyclosporiasis",,"-","6","-",,"-",,"-","MARYLAND",,"20220501573","POINT (-76.687282 38.946466)"
"NORTH CAROLINA","2022","5","Cyclosporiasis",,"-","8","-",,"-",,"-","NORTH CAROLINA",,"20220501574","POINT (-79.130883 35.52603)"
"SOUTH CAROLINA","2022","5","Cyclosporiasis",,"-","8","-",,"-",,"-","SOUTH CAROLINA",,"20220501575","POINT (-80.864614 33.878572)"
"VIRGINIA","2022","5","Cyclosporiasis",,"-","4","-",,"-",,"-","VIRGINIA",,"20220501576","POINT (-78.666382 37.510861)"
"WEST VIRGINIA","2022","5","Cyclosporiasis",,"-","2","-",,"-",,"-","WEST VIRGINIA",,"20220501577","POINT (-80.613729 38.642579)"
"EAST SOUTH CENTRAL","2022","5","Cyclosporiasis",,"-","8","-",,"-","1","-",,"EAST SOUTH CENTRAL","20220501578",
"ALABAMA","2022","5","Cyclosporiasis",,"-","3","-",,"-",,"-","ALABAMA",,"20220501579","POINT (-86.844516 32.756889)"
"KENTUCKY","2022","5","Cyclosporiasis",,"N",,"NC",,"N",,"N","KENTUCKY",,"20220501580","POINT (-85.290484 37.526683)"
"MISSISSIPPI","2022","5","Cyclosporiasis",,"N",,"NC",,"N",,"N","MISSISSIPPI",,"20220501581","POINT (-89.65344 32.713378)"
"TENNESSEE","2022","5","Cyclosporiasis",,"-","8","-",,"-","1","-","TENNESSEE",,"20220501582","POINT (-86.343226 35.842998)"
"WEST SOUTH CENTRAL","2022","5","Cyclosporiasis",,"-","38","-","3","-","1","-",,"WEST SOUTH CENTRAL","20220501583",
"ARKANSAS","2022","5","Cyclosporiasis",,"-","2","-",,"-",,"-","ARKANSAS",,"20220501584","POINT (-92.439162 34.899825)"
"LOUISIANA","2022","5","Cyclosporiasis",,"-","11","-",,"-",,"-","LOUISIANA",,"20220501585","POINT (-91.840238 30.921314)"
"OKLAHOMA","2022","5","Cyclosporiasis",,"N",,"NC",,"N",,"N","OKLAHOMA",,"20220501586","POINT (-97.508297 35.583449)"
"TEXAS","2022","5","Cyclosporiasis",,"-","31","-","3","-","1","-","TEXAS",,"20220501587","POINT (-99.317341 31.447238)"
"MOUNTAIN","2022","5","Cyclosporiasis",,"-","24","-",,"-",,"-",,"MOUNTAIN","20220501588",
"ARIZONA","2022","5","Cyclosporiasis",,"-","5","-",,"-",,"-","ARIZONA",,"20220501589","POINT (-111.664616 34.293239)"
"COLORADO","2022","5","Cyclosporiasis",,"-","18","-",,"-",,"-","COLORADO",,"20220501590","POINT (-105.547832 38.998552)"
"IDAHO","2022","5","Cyclosporiasis",,"N",,"NC",,"N",,"N","IDAHO",,"20220501591","POINT (-114.659366 44.389073)"
"MONTANA","2022","5","Cyclosporiasis",,"-","1","-",,"-",,"-","MONTANA",,"20220501592","POINT (-109.645127 47.033521)"
"NEVADA","2022","5","Cyclosporiasis",,"N",,"NC",,"N",,"N","NEVADA",,"20220501593","POINT (-114.916992 39.283294)"
"NEW MEXICO","2022","5","Cyclosporiasis",,"-","2","-",,"-",,"-","NEW MEXICO",,"20220501594","POINT (-106.108388 34.421369)"
"UTAH","2022","5","Cyclosporiasis",,"-","6","-",,"-",,"-","UTAH",,"20220501595","POINT (-111.678222 39.323779)"
"WYOMING","2022","5","Cyclosporiasis",,"-","1","-",,"-",,"-","WYOMING",,"20220501596","POINT (-107.55145 42.999627)"
"PACIFIC","2022","5","Cyclosporiasis","1","-","14","-","1","-",,"-",,"PACIFIC","20220501597",
"ALASKA","2022","5","Cyclosporiasis",,"-","0","-",,"-",,"-","ALASKA",,"20220501598","POINT (-151.631889 63.631126)"
"CALIFORNIA","2022","5","Cyclosporiasis",,"-","10","-",,"-",,"-","CALIFORNIA",,"20220501599","POINT (-119.662127 37.211164)"
"HAWAII","2022","5","Cyclosporiasis",,"-","0","-",,"-",,"-","HAWAII",,"20220501600","POINT (-157.854309 21.361013)"
"OREGON","2022","5","Cyclosporiasis",,"-","4","-",,"-",,"-","OREGON",,"20220501601","POINT (-120.605279 43.940449)"
"WASHINGTON","2022","5","Cyclosporiasis","1","-","0","-","1","-",,"-","WASHINGTON",,"20220501602","POINT (-120.592492 47.411715)"
"US TERRITORIES","2022","5","Cyclosporiasis",,"-","0","-",,"-",,"-",,"US TERRITORIES","20220501603",
"AMERICAN SAMOA","2022","5","Cyclosporiasis",,"N",,"NC",,"N",,"N","AMERICAN SAMOA",,"20220501604",
"NORTHERN MARIANA ISLANDS","2022","5","Cyclosporiasis",,"-","0","-",,"-",,"-","NORTHERN MARIANA ISLANDS",,"20220501605","POINT (145.725693 15.1834)"
"GUAM","2022","5","Cyclosporiasis",,"-","0","-",,"-",,"-","GUAM",,"20220501606","POINT (144.653198 13.3532)"
"PUERTO RICO","2022","5","Cyclosporiasis",,"-","0","-",,"-",,"-","PUERTO RICO",,"20220501607","POINT (-66.414655 18.215692)"
"U.S. VIRGIN ISLANDS","2022","5","Cyclosporiasis",,"-","0","-",,"-",,"-","U.S. VIRGIN ISLANDS",,"20220501608",
"NON-US RESIDENTS","2022","5","Cyclosporiasis",,"-","1","-",,"-",,"-",,"NON-US RESIDENTS","20220501609",
"TOTAL","2022","5","Cyclosporiasis","1","-","199","-","6","-","9","-",,"TOTAL","20220501610",
"US RESIDENTS","2022","6","Cyclosporiasis",,"-","195","-","7","-","10","-",,"US RESIDENTS","20220601541",
"NEW ENGLAND","2022","6","Cyclosporiasis",,"-","13","-",,"-",,"-",,"NEW ENGLAND","20220601542",
"CONNECTICUT","2022","6","Cyclosporiasis",,"-","7","-",,"-",,"-","CONNECTICUT",,"20220601543","POINT (-72.738288 41.575155)"
"MAINE","2022","6","Cyclosporiasis",,"-","2","-",,"-",,"-","MAINE",,"20220601544","POINT (-69.06137 45.117911)"
"MASSACHUSETTS","2022","6","Cyclosporiasis",,"-","6","-",,"-",,"-","MASSACHUSETTS",,"20220601545","POINT (-71.481104 42.151077)"
"NEW HAMPSHIRE","2022","6","Cyclosporiasis",,"-","1","-",,"-",,"-","NEW HAMPSHIRE",,"20220601546","POINT (-71.57139 43.680429)"
"RHODE ISLAND","2022","6","Cyclosporiasis",,"-","1","-",,"-",,"-","RHODE ISLAND",,"20220601547","POINT (-71.534637 41.572574)"
"VERMONT","2022","6","Cyclosporiasis",,"-","0","-",,"-",,"-","VERMONT",,"20220601548","POINT (-72.662695 44.075252)"
"MIDDLE ATLANTIC","2022","6","Cyclosporiasis",,"-","40","-","1","-","1","-",,"MIDDLE ATLANTIC","20220601549",
"NEW JERSEY","2022","6","Cyclosporiasis",,"-","1","-",,"-",,"-","NEW JERSEY",,"20220601550","POINT (-74.655514 40.110253)"
"NEW YORK","2022","6","Cyclosporiasis",,"-","28","-","1","-","1","-","NEW YORK",,"20220601551","POINT (-75.59655 42.921241)"
"NEW YORK CITY","2022","6","Cyclosporiasis",,"-","12","-",,"-",,"-","NEW YORK CITY",,"20220601552",
"PENNSYLVANIA","2022","6","Cyclosporiasis",,"N",,"NC",,"N",,"N","PENNSYLVANIA",,"20220601553","POINT (-77.838886 40.896694)"
"EAST NORTH CENTRAL","2022","6","Cyclosporiasis",,"-","52","-",,"-","4","-",,"EAST NORTH CENTRAL","20220601554",
"ILLINOIS","2022","6","Cyclosporiasis",,"-","21","-",,"-",,"-","ILLINOIS",,"20220601555","POINT (-89.148632 40.124144)"
"INDIANA","2022","6","Cyclosporiasis",,"-","2","-",,"-",,"-","INDIANA",,"20220601556","POINT (-86.2818 39.919991)"
"MICHIGAN","2022","6","Cyclosporiasis",,"-","10","-",,"-",,"-","MICHIGAN",,"20220601557","POINT (-85.730977 44.874798)"
"OHIO","2022","6","Cyclosporiasis",,"-","15","-",,"-","4","-","OHIO",,"20220601558","POINT (-82.70936 40.415534)"
"WISCONSIN","2022","6","Cyclosporiasis",,"-","23","-",,"-",,"-","WISCONSIN",,"20220601559","POINT (-89.732969 44.639954)"
"WEST NORTH CENTRAL","2022","6","Cyclosporiasis",,"-","28","-",,"-","1","-",,"WEST NORTH CENTRAL","20220601560",
"IOWA","2022","6","Cyclosporiasis",,"-","16","-",,"-",,"-","IOWA",,"20220601561","POINT (-93.500061 42.074659)"
"KANSAS","2022","6","Cyclosporiasis",,"-","2","-",,"-",,"-","KANSAS",,"20220601562","POINT (-98.38018 38.484729)"
"MINNESOTA","2022","6","Cyclosporiasis",,"-","0","-",,"-",,"-","MINNESOTA",,"20220601563","POINT (-94.198308 46.349153)"
"MISSOURI","2022","6","Cyclosporiasis",,"-","11","-",,"-","1","-","MISSOURI",,"20220601564","POINT (-92.477244 38.3675)"
"NEBRASKA","2022","6","Cyclosporiasis",,"-","8","-",,"-",,"-","NEBRASKA",,"20220601565","POINT (-99.810595 41.527099)"
"NORTH DAKOTA","2022","6","Cyclosporiasis",,"-","2","-",,"-",,"-","NORTH DAKOTA",,"20220601566","POINT (-100.46931 47.446305)"
"SOUTH DAKOTA","2022","6","Cyclosporiasis",,"-","4","-",,"-",,"-","SOUTH DAKOTA",,"20220601567","POINT (-100.230491 44.43614)"
"SOUTH ATLANTIC","2022","6","Cyclosporiasis",,"-","52","-","1","-","2","-",,"SOUTH ATLANTIC","20220601568",
"DELAWARE","2022","6","Cyclosporiasis",,"-","2","-",,"-",,"-","DELAWARE",,"20220601569","POINT (-75.452394 38.994926)"
"DISTRICT OF COLUMBIA","2022","6","Cyclosporiasis",,"-","0","-",,"-",,"-","DISTRICT OF COLUMBIA",,"20220601570","POINT (-77.016275 38.904785)"
"FLORIDA","2022","6","Cyclosporiasis",,"-","41","-","1","-","2","-","FLORIDA",,"20220601571","POINT (-82.420978 28.260731)"
"GEORGIA","2022","6","Cyclosporiasis",,"-","12","-",,"-",,"-","GEORGIA",,"20220601572","POINT (-83.426574 32.638481)"
