"Reporting Area","Current MMWR Year","MMWR WEEK","Label","Current week","Current week, flag","Previous 52 week Max","Previous 52 weeks Max, flag","Cumulative YTD Current MMWR Year","Cumulative YTD Current MMWR Year, flag","Cumulative YTD Previous MMWR Year","Cumulative YTD Previous MMWR Year, flag","LOCATION1","LOCATION2","sort_order","geocode"
"US RESIDENTS","2023","41","Cyclosporiasis","6","-","415","-","3,661","-","2,881","-",,"US RESIDENTS","20234101751",
"NEW ENGLAND","2023","41","Cyclosporiasis",,"-","21","-","113","-","68","-",,"NEW ENGLAND","20234101752",
"CONNECTICUT","2023","41","Cyclosporiasis",,"-","1","-","2","-","25","-","CONNECTICUT",,"20234101753","POINT (-72.738305908 41.57350273)"
"MAINE","2023","41","Cyclosporiasis",,"-","1","-","4","-","1","-","MAINE",,"20234101754","POINT (-69.203947061 45.315249922)"
"MASSACHUSETTS","2023","41","Cyclosporiasis",,"-","19","-","96","-","37","-","MASSACHUSETTS",,"20234101755","POINT (-71.718185 42.358670324)"
"NEW HAMPSHIRE","2023","41","Cyclosporiasis",,"-","2","-","5","-","2","-","NEW HAMPSHIRE",,"20234101756","POINT (-71.577596738 43.685525247)"
"RHODE ISLAND","2023","41","Cyclosporiasis",,"-","1","-","5","-","2","-","RHODE ISLAND",,"20234101757","POINT (-71.454319467 41.48871294)"
"VERMONT","2023","41","Cyclosporiasis",,"-","1","-","1","-","1","-","VERMONT",,"20234101758","POINT (-72.662688804 44.075207099)"
"MIDDLE ATLANTIC","2023","41","Cyclosporiasis",,"-","68","-","568","-","336","-",,"MIDDLE ATLANTIC","20234101759",
"NEW JERSEY","2023","41","Cyclosporiasis",,"-","1","-","1","-","68","-","NEW JERSEY",,"20234101760","POINT (-74.728565 39.613348353)"
"NEW YORK","2023","41","Cyclosporiasis",,"-","32","-","221","-","100","-","NEW YORK",,"20234101761","POINT (-75.610701447 42.937083979)"
"NEW YORK CITY","2023","41","Cyclosporiasis",,"-","40","-","346","-","168","-","NEW YORK CITY",,"20234101762","POINT (-73.979371 40.777935)"
"PENNSYLVANIA","2023","41","Cyclosporiasis",,"N",,"NC",,"N",,"N","PENNSYLVANIA",,"20234101763","POINT (-77.838750776 40.896511654)"
"EAST NORTH CENTRAL","2023","41","Cyclosporiasis",,"-","93","-","511","-","343","-",,"EAST NORTH CENTRAL","20234101764",
"ILLINOIS","2023","41","Cyclosporiasis",,"-","64","-","255","-","188","-","ILLINOIS",,"20234101765","POINT (-89.158650902 40.11404657)"
"INDIANA","2023","41","Cyclosporiasis",,"-","6","-","33","-","13","-","INDIANA",,"20234101766","POINT (-86.281793488 39.919806964)"
"MICHIGAN","2023","41","Cyclosporiasis",,"-","7","-","35","-","54","-","MICHIGAN",,"20234101767","POINT (-84.1966975 44.125199834)"
"OHIO","2023","41","Cyclosporiasis",,"-","22","-","123","-","28","-","OHIO",,"20234101768","POINT (-82.711215186 40.413056799)"
"WISCONSIN","2023","41","Cyclosporiasis",,"-","13","-","65","-","60","-","WISCONSIN",,"20234101769","POINT (-89.739185424 44.644833367)"
"WEST NORTH CENTRAL","2023","41","Cyclosporiasis",,"-","30","-","196","-","115","-",,"WEST NORTH CENTRAL","20234101770",
"IOWA","2023","41","Cyclosporiasis",,"-","12","-","47","-","30","-","IOWA",,"20234101771","POINT (-93.499972411 42.074698104)"
"KANSAS","2023","41","Cyclosporiasis",,"-","9","-","34","-","17","-","KANSAS",,"20234101772","POINT (-98.380170629 38.484726713)"
"MINNESOTA","2023","41","Cyclosporiasis",,"-","2","-",,"-","38","-","MINNESOTA",,"20234101773","POINT (-94.200790583 46.348855766)"
"MISSOURI","2023","41","Cyclosporiasis",,"-","20","-","80","-","16","-","MISSOURI",,"20234101774","POINT (-92.477746617 38.367982746)"
"NEBRASKA","2023","41","Cyclosporiasis",,"-","2","-","24","-","13","-","NEBRASKA",,"20234101775","POINT (-99.811107307 41.527270326)"
"NORTH DAKOTA","2023","41","Cyclosporiasis",,"-","2","-","6","-",,"-","NORTH DAKOTA",,"20234101776","POINT (-100.46938737 47.44627334)"
"SOUTH DAKOTA","2023","41","Cyclosporiasis",,"-","3","-","5","-","1","-","SOUTH DAKOTA",,"20234101777","POINT (-100.230536743 44.436128)"
"SOUTH ATLANTIC","2023","41","Cyclosporiasis","4","-","124","-","866","-","975","-",,"SOUTH ATLANTIC","20234101778",
"DELAWARE","2023","41","Cyclosporiasis",,"-","2","-","6","-","4","-","DELAWARE",,"20234101779","POINT (-75.467472144 39.008127276)"
"DISTRICT OF COLUMBIA","2023","41","Cyclosporiasis",,"-","1","-","2","-","2","-","DISTRICT OF COLUMBIA",,"20234101780","POINT (-77.016321746 38.904771192)"
"FLORIDA","2023","41","Cyclosporiasis","4","-","71","-","338","-","485","-","FLORIDA",,"20234101781","POINT (-81.68864879 28.566044895)"
"GEORGIA","2023","41","Cyclosporiasis",,"-","15","-","96","-","184","-","GEORGIA",,"20234101782","POINT (-83.444534401 32.648324554)"
"MARYLAND","2023","41","Cyclosporiasis",,"-","11","-","76","-","53","-","MARYLAND",,"20234101783","POINT (-76.15873 38.818199284)"
"NORTH CAROLINA","2023","41","Cyclosporiasis",,"-","33","-","130","-","127","-","NORTH CAROLINA",,"20234101784","POINT (-79.185417913 35.539344335)"
"SOUTH CAROLINA","2023","41","Cyclosporiasis",,"-","5","-","37","-","62","-","SOUTH CAROLINA",,"20234101785","POINT (-80.893752347 33.903863409)"
"VIRGINIA","2023","41","Cyclosporiasis",,"-","39","-","178","-","54","-","VIRGINIA",,"20234101786","POINT (-78.697948713 37.512820504)"
"WEST VIRGINIA","2023","41","Cyclosporiasis",,"-","1","-","3","-","4","-","WEST VIRGINIA",,"20234101787","POINT (-80.613616641 38.642414937)"
"EAST SOUTH CENTRAL","2023","41","Cyclosporiasis",,"-","43","-","261","-","68","-",,"EAST SOUTH CENTRAL","20234101788",
"ALABAMA","2023","41","Cyclosporiasis",,"-","34","-","139","-","19","-","ALABAMA",,"20234101789","POINT (-86.840286859 32.766542541)"
"KENTUCKY","2023","41","Cyclosporiasis",,"-","13","-","51","-","22","-","KENTUCKY",,"20234101790","POINT (-85.287620068 37.527232524)"
"MISSISSIPPI","2023","41","Cyclosporiasis",,"N",,"NC",,"N",,"N","MISSISSIPPI",,"20234101791","POINT (-89.657175808 32.723977799)"
"TENNESSEE","2023","41","Cyclosporiasis",,"-","11","-","71","-","27","-","TENNESSEE",,"20234101792","POINT (-86.343051177 35.843002697)"
"WEST SOUTH CENTRAL","2023","41","Cyclosporiasis","2","-","92","-","559","-","645","-",,"WEST SOUTH CENTRAL","20234101793",
"ARKANSAS","2023","41","Cyclosporiasis",,"-","7","-","18","-","9","-","ARKANSAS",,"20234101794","POINT (-92.4388847 34.899923725)"
"LOUISIANA","2023","41","Cyclosporiasis",,"-","15","-","66","-","66","-","LOUISIANA",,"20234101795","POINT (-91.42642 30.185846167)"
"OKLAHOMA","2023","41","Cyclosporiasis",,"N",,"NC",,"N",,"N","OKLAHOMA",,"20234101796","POINT (-97.508599361 35.58268395)"
"TEXAS","2023","41","Cyclosporiasis","2","-","73","-","475","-","570","-","TEXAS",,"20234101797","POINT (-99.33305009 31.462733046)"
"MOUNTAIN","2023","41","Cyclosporiasis",,"-","80","-","454","-","128","-",,"MOUNTAIN","20234101798",
"ARIZONA","2023","41","Cyclosporiasis",,"-","19","-","84","-","12","-","ARIZONA",,"20234101799","POINT (-111.664753988 34.293016451)"
"COLORADO","2023","41","Cyclosporiasis",,"-","60","-","261","-","85","-","COLORADO",,"20234101800","POINT (-105.547816373 38.998550562)"
"IDAHO","2023","41","Cyclosporiasis",,"N",,"NC",,"N",,"N","IDAHO",,"20234101801","POINT (-114.659446938 44.388995394)"
"MONTANA","2023","41","Cyclosporiasis",,"-","2","-","11","-","4","-","MONTANA",,"20234101802","POINT (-109.645067732 47.033499333)"
"NEVADA","2023","41","Cyclosporiasis",,"N",,"NC",,"N",,"N","NEVADA",,"20234101803","POINT (-116.655436405 39.356482037)"
"NEW MEXICO","2023","41","Cyclosporiasis",,"-","2","-","7","-","7","-","NEW MEXICO",,"20234101804","POINT (-106.108403845 34.421326534)"
"UTAH","2023","41","Cyclosporiasis",,"-","13","-","59","-","19","-","UTAH",,"20234101805","POINT (-111.678248391 39.323725193)"
"WYOMING","2023","41","Cyclosporiasis",,"-","14","-","32","-","1","-","WYOMING",,"20234101806","POINT (-107.551610158 42.999604339)"
"PACIFIC","2023","41","Cyclosporiasis",,"-","17","-","133","-","203","-",,"PACIFIC","20234101807",
"ALASKA","2023","41","Cyclosporiasis",,"-","0","-",,"-","2","-","ALASKA",,"20234101808","POINT (-151.004157815 64.808087898)"
"CALIFORNIA","2023","41","Cyclosporiasis",,"-","15","-","123","-","152","-","CALIFORNIA",,"20234101809","POINT (-119.27023 36.374105693)"
"HAWAII","2023","41","Cyclosporiasis",,"-","0","-",,"-","1","-","HAWAII",,"20234101810","POINT (-157.94363193 21.439542579)"
"OREGON","2023","41","Cyclosporiasis",,"-","3","-","10","-","8","-","OREGON",,"20234101811","POINT (-120.558560912 43.938780241)"
"WASHINGTON","2023","41","Cyclosporiasis",,"-","1","-",,"-","40","-","WASHINGTON",,"20234101812","POINT (-120.556263187 47.411251843)"
"US TERRITORIES","2023","41","Cyclosporiasis",,"-","0","-",,"-",,"-",,"US TERRITORIES","20234101813",
"AMERICAN SAMOA","2023","41","Cyclosporiasis",,"N",,"NC",,"N",,"N","AMERICAN SAMOA",,"20234101814","POINT (-170.718116122 -14.30068806)"
"NORTHERN MARIANA ISLANDS","2023","41","Cyclosporiasis",,"-","0","-",,"-",,"-","NORTHERN MARIANA ISLANDS",,"20234101815","POINT (145.753510487 15.18882477)"
"GUAM","2023","41","Cyclosporiasis",,"-","0","-",,"-",,"-","GUAM",,"20234101816",
"PUERTO RICO","2023","41","Cyclosporiasis",,"-","0","-",,"-",,"-","PUERTO RICO",,"20234101817","POINT (-66.468953431 18.222606498)"
"U.S. VIRGIN ISLANDS","2023","41","Cyclosporiasis",,"-","0","-",,"-",,"-","U.S. VIRGIN ISLANDS",,"20234101818","POINT (-64.8190875 17.728114454)"
"NON-US RESIDENTS","2023","41","Cyclosporiasis",,"-","1","-",,"-",,"-",,"NON-US RESIDENTS","20234101819",
"TOTAL","2023","41","Cyclosporiasis","6","-","415","-","3,661","-","2,881","-",,"TOTAL","20234101820",
"US RESIDENTS","2023","42","Cyclosporiasis","5","-","418","-","3,746","-","2,903","-",,"US RESIDENTS","20234201751",
"NEW ENGLAND","2023","42","Cyclosporiasis",,"-","21","-","113","-","68","-",,"NEW ENGLAND","20234201752",
"CONNECTICUT","2023","42","Cyclosporiasis",,"-","1","-","2","-","25","-","CONNECTICUT",,"20234201753","POINT (-72.738305908 41.57350273)"
"MAINE","2023","42","Cyclosporiasis",,"-","1","-","4","-","1","-","MAINE",,"20234201754","POINT (-69.203947061 45.315249922)"
"MASSACHUSETTS","2023","42","Cyclosporiasis",,"-","19","-","96","-","37","-","MASSACHUSETTS",,"20234201755","POINT (-71.718185 42.358670324)"
"NEW HAMPSHIRE","2023","42","Cyclosporiasis",,"-","2","-","5","-","2","-","NEW HAMPSHIRE",,"20234201756","POINT (-71.577596738 43.685525247)"
"RHODE ISLAND","2023","42","Cyclosporiasis",,"-","1","-","5","-","2","-","RHODE ISLAND",,"20234201757","POINT (-71.454319467 41.48871294)"
"VERMONT","2023","42","Cyclosporiasis",,"-","1","-","1","-","1","-","VERMONT",,"20234201758","POINT (-72.662688804 44.075207099)"
"MIDDLE ATLANTIC","2023","42","Cyclosporiasis","2","-","73","-","604","-","337","-",,"MIDDLE ATLANTIC","20234201759",
"NEW JERSEY","2023","42","Cyclosporiasis",,"-","7","-","36","-","68","-","NEW JERSEY",,"20234201760","POINT (-74.728565 39.613348353)"
"NEW YORK","2023","42","Cyclosporiasis","2","-","32","-","222","-","100","-","NEW YORK",,"20234201761","POINT (-75.610701447 42.937083979)"
"NEW YORK CITY","2023","42","Cyclosporiasis",,"-","40","-","346","-","169","-","NEW YORK CITY",,"20234201762","POINT (-73.979371 40.777935)"
"PENNSYLVANIA","2023","42","Cyclosporiasis",,"N",,"NC",,"N",,"N","PENNSYLVANIA",,"20234201763","POINT (-77.838750776 40.896511654)"
"EAST NORTH CENTRAL","2023","42","Cyclosporiasis",,"-","93","-","511","-","345","-",,"EAST NORTH CENTRAL","20234201764",
"ILLINOIS","2023","42","Cyclosporiasis",,"-","64","-","255","-","189","-","ILLINOIS",,"20234201765","POINT (-89.158650902 40.11404657)"
"INDIANA","2023","42","Cyclosporiasis",,"-","6","-","33","-","13","-","INDIANA",,"20234201766","POINT (-86.281793488 39.919806964)"
"MICHIGAN","2023","42","Cyclosporiasis",,"-","7","-","35","-","54","-","MICHIGAN",,"20234201767","POINT (-84.1966975 44.125199834)"
"OHIO","2023","42","Cyclosporiasis",,"-","22","-","123","-","28","-","OHIO",,"20234201768","POINT (-82.711215186 40.413056799)"
"WISCONSIN","2023","42","Cyclosporiasis",,"-","13","-","65","-","61","-","WISCONSIN",,"20234201769","POINT (-89.739185424 44.644833367)"
"WEST NORTH CENTRAL","2023","42","Cyclosporiasis",,"-","30","-","196","-","127","-",,"WEST NORTH CENTRAL","20234201770",
"IOWA","2023","42","Cyclosporiasis",,"-","12","-","47","-","32","-","IOWA",,"20234201771","POINT (-93.499972411 42.074698104)"
"KANSAS","2023","42","Cyclosporiasis",,"-","9","-","34","-","22","-","KANSAS",,"20234201772","POINT (-98.380170629 38.484726713)"
"MINNESOTA","2023","42","Cyclosporiasis",,"-","2","-",,"-","40","-","MINNESOTA",,"20234201773","POINT (-94.200790583 46.348855766)"
"MISSOURI","2023","42","Cyclosporiasis",,"-","20","-","80","-","17","-","MISSOURI",,"20234201774","POINT (-92.477746617 38.367982746)"
"NEBRASKA","2023","42","Cyclosporiasis",,"-","2","-","24","-","14","-","NEBRASKA",,"20234201775","POINT (-99.811107307 41.527270326)"
"NORTH DAKOTA","2023","42","Cyclosporiasis",,"-","2","-","6","-",,"-","NORTH DAKOTA",,"20234201776","POINT (-100.46938737 47.44627334)"
"SOUTH DAKOTA","2023","42","Cyclosporiasis",,"-","3","-","5","-","2","-","SOUTH DAKOTA",,"20234201777","POINT (-100.230536743 44.436128)"
"SOUTH ATLANTIC","2023","42","Cyclosporiasis","1","-","125","-","868","-","976","-",,"SOUTH ATLANTIC","20234201778",
"DELAWARE","2023","42","Cyclosporiasis",,"-","2","-","7","-","4","-","DELAWARE",,"20234201779","POINT (-75.467472144 39.008127276)"
"DISTRICT OF COLUMBIA","2023","42","Cyclosporiasis",,"-","1","-","2","-","2","-","DISTRICT OF COLUMBIA",,"20234201780","POINT (-77.016321746 38.904771192)"
"FLORIDA","2023","42","Cyclosporiasis",,"-","71","-","338","-","485","-","FLORIDA",,"20234201781","POINT (-81.68864879 28.566044895)"
"GEORGIA","2023","42","Cyclosporiasis",,"-","15","-","96","-","184","-","GEORGIA",,"20234201782","POINT (-83.444534401 32.648324554)"
"MARYLAND","2023","42","Cyclosporiasis","1","-","11","-","77","-","54","-","MARYLAND",,"20234201783","POINT (-76.15873 38.818199284)"
"NORTH CAROLINA","2023","42","Cyclosporiasis",,"-","33","-","130","-","127","-","NORTH CAROLINA",,"20234201784","POINT (-79.185417913 35.539344335)"
"SOUTH CAROLINA","2023","42","Cyclosporiasis",,"-","5","-","37","-","62","-","SOUTH CAROLINA",,"20234201785","POINT (-80.893752347 33.903863409)"
"VIRGINIA","2023","42","Cyclosporiasis",,"-","39","-","178","-","54","-","VIRGINIA",,"20234201786","POINT (-78.697948713 37.512820504)"
"WEST VIRGINIA","2023","42","Cyclosporiasis",,"-","1","-","3","-","4","-","WEST VIRGINIA",,"20234201787","POINT (-80.613616641 38.642414937)"
"EAST SOUTH CENTRAL","2023","42","Cyclosporiasis",,"-","43","-","261","-","69","-",,"EAST SOUTH CENTRAL","20234201788",
"ALABAMA","2023","42","Cyclosporiasis",,"-","34","-","139","-","19","-","ALABAMA",,"20234201789","POINT (-86.840286859 32.766542541)"
"KENTUCKY","2023","42","Cyclosporiasis",,"-","13","-","51","-","23","-","KENTUCKY",,"20234201790","POINT (-85.287620068 37.527232524)"
"MISSISSIPPI","2023","42","Cyclosporiasis",,"N",,"NC",,"N",,"N","MISSISSIPPI",,"20234201791","POINT (-89.657175808 32.723977799)"
"TENNESSEE","2023","42","Cyclosporiasis",,"-","11","-","71","-","27","-","TENNESSEE",,"20234201792","POINT (-86.343051177 35.843002697)"
"WEST SOUTH CENTRAL","2023","42","Cyclosporiasis","1","-","92","-","590","-","649","-",,"WEST SOUTH CENTRAL","20234201793",
"ARKANSAS","2023","42","Cyclosporiasis",,"-","7","-","18","-","9","-","ARKANSAS",,"20234201794","POINT (-92.4388847 34.899923725)"
"LOUISIANA","2023","42","Cyclosporiasis",,"-","15","-","66","-","66","-","LOUISIANA",,"20234201795","POINT (-91.42642 30.185846167)"
"OKLAHOMA","2023","42","Cyclosporiasis",,"N",,"NC",,"N",,"N","OKLAHOMA",,"20234201796","POINT (-97.508599361 35.58268395)"
"TEXAS","2023","42","Cyclosporiasis","1","-","73","-","506","-","574","-","TEXAS",,"20234201797","POINT (-99.33305009 31.462733046)"
"MOUNTAIN","2023","42","Cyclosporiasis",,"-","80","-","454","-","128","-",,"MOUNTAIN","20234201798",
"ARIZONA","2023","42","Cyclosporiasis",,"-","19","-","84","-","12","-","ARIZONA",,"20234201799","POINT (-111.664753988 34.293016451)"
"COLORADO","2023","42","Cyclosporiasis",,"-","60","-","261","-","85","-","COLORADO",,"20234201800","POINT (-105.547816373 38.998550562)"
"IDAHO","2023","42","Cyclosporiasis",,"N",,"NC",,"N",,"N","IDAHO",,"20234201801","POINT (-114.659446938 44.388995394)"
"MONTANA","2023","42","Cyclosporiasis",,"-","2","-","11","-","4","-","MONTANA",,"20234201802","POINT (-109.645067732 47.033499333)"
"NEVADA","2023","42","Cyclosporiasis",,"N",,"NC",,"N",,"N","NEVADA",,"20234201803","POINT (-116.655436405 39.356482037)"
"NEW MEXICO","2023","42","Cyclosporiasis",,"-","2","-","7","-","7","-","NEW MEXICO",,"20234201804","POINT (-106.108403845 34.421326534)"
"UTAH","2023","42","Cyclosporiasis",,"-","13","-","59","-","19","-","UTAH",,"20234201805","POINT (-111.678248391 39.323725193)"
"WYOMING","2023","42","Cyclosporiasis",,"-","14","-","32","-","1","-","WYOMING",,"20234201806","POINT (-107.551610158 42.999604339)"
"PACIFIC","2023","42","Cyclosporiasis","1","-","18","-","149","-","204","-",,"PACIFIC","20234201807",
"ALASKA","2023","42","Cyclosporiasis","1","-","0","-","1","-","2","-","ALASKA",,"20234201808","POINT (-151.004157815 64.808087898)"
"CALIFORNIA","2023","42","Cyclosporiasis",,"-","16","-","138","-","153","-","CALIFORNIA",,"20234201809","POINT (-119.27023 36.374105693)"
"HAWAII","2023","42","Cyclosporiasis",,"-","0","-",,"-","1","-","HAWAII",,"20234201810","POINT (-157.94363193 21.439542579)"
"OREGON","2023","42","Cyclosporiasis",,"-","3","-","10","-","8","-","OREGON",,"20234201811","POINT (-120.558560912 43.938780241)"
"WASHINGTON","2023","42","Cyclosporiasis",,"-","1","-",,"-","40","-","WASHINGTON",,"20234201812","POINT (-120.556263187 47.411251843)"
"US TERRITORIES","2023","42","Cyclosporiasis",,"-","0","-",,"-",,"-",,"US TERRITORIES","20234201813",
"AMERICAN SAMOA","2023","42","Cyclosporiasis",,"N",,"NC",,"N",,"N","AMERICAN SAMOA",,"20234201814","POINT (-170.718116122 -14.30068806)"
"NORTHERN MARIANA ISLANDS","2023","42","Cyclosporiasis",,"-","0","-",,"-",,"-","NORTHERN MARIANA ISLANDS",,"20234201815","POINT (145.753510487 15.18882477)"
"GUAM","2023","42","Cyclosporiasis",,"-","0","-",,"-",,"-","GUAM",,"20234201816",
"PUERTO RICO","2023","42","Cyclosporiasis",,"-","0","-",,"-",,"-","PUERTO RICO",,"20234201817","POINT (-66.468953431 18.222606498)"
"U.S. VIRGIN ISLANDS","2023","42","Cyclosporiasis",,"-","0","-",,"-",,"-","U.S. VIRGIN ISLANDS",,"20234201818","POINT (-64.8190875 17.728114454)"
"NON-US RESIDENTS","2023","42","Cyclosporiasis",,"-","1","-",,"-",,"-",,"NON-US RESIDENTS","20234201819",
"TOTAL","2023","42","Cyclosporiasis","5","-","418","-","3,746","-","2,903","-",,"TOTAL","20234201820",
"US RESIDENTS","2023","43","Cyclosporiasis",,"-","421","-","3,823","-","2,935","-",,"US RESIDENTS","20234301751",
"NEW ENGLAND","2023","43","Cyclosporiasis",,"-","21","-","113","-","68","-",,"NEW ENGLAND","20234301752",
"CONNECTICUT","2023","43","Cyclosporiasis",,"-","1","-","2","-","25","-","CONNECTICUT",,"20234301753","POINT (-72.738305908 41.57350273)"
"MAINE","2023","43","Cyclosporiasis",,"-","1","-","4","-","1","-","MAINE",,"20234301754","POINT (-69.203947061 45.315249922)"
"MASSACHUSETTS","2023","43","Cyclosporiasis",,"-","19","-","96","-","37","-","MASSACHUSETTS",,"20234301755","POINT (-71.718185 42.358670324)"
"NEW HAMPSHIRE","2023","43","Cyclosporiasis",,"-","2","-","5","-","2","-","NEW HAMPSHIRE",,"20234301756","POINT (-71.577596738 43.685525247)"
"RHODE ISLAND","2023","43","Cyclosporiasis",,"-","1","-","5","-","2","-","RHODE ISLAND",,"20234301757","POINT (-71.454319467 41.48871294)"
"VERMONT","2023","43","Cyclosporiasis",,"-","1","-","1","-","1","-","VERMONT",,"20234301758","POINT (-72.662688804 44.075207099)"
"MIDDLE ATLANTIC","2023","43","Cyclosporiasis",,"-","88","-","651","-","339","-",,"MIDDLE ATLANTIC","20234301759",
"NEW JERSEY","2023","43","Cyclosporiasis",,"-","21","-","83","-","68","-","NEW JERSEY",,"20234301760","POINT (-74.728565 39.613348353)"
"NEW YORK","2023","43","Cyclosporiasis",,"-","32","-","221","-","100","-","NEW YORK",,"20234301761","POINT (-75.610701447 42.937083979)"
"NEW YORK CITY","2023","43","Cyclosporiasis",,"-","40","-","347","-","171","-","NEW YORK CITY",,"20234301762","POINT (-73.979371 40.777935)"
"PENNSYLVANIA","2023","43","Cyclosporiasis",,"N",,"NC",,"N",,"N","PENNSYLVANIA",,"20234301763","POINT (-77.838750776 40.896511654)"
"EAST NORTH CENTRAL","2023","43","Cyclosporiasis",,"-","96","-","517","-","352","-",,"EAST NORTH CENTRAL","20234301764",
"ILLINOIS","2023","43","Cyclosporiasis",,"-","64","-","257","-","192","-","ILLINOIS",,"20234301765","POINT (-89.158650902 40.11404657)"
"INDIANA","2023","43","Cyclosporiasis",,"-","6","-","33","-","13","-","INDIANA",,"20234301766","POINT (-86.281793488 39.919806964)"
"MICHIGAN","2023","43","Cyclosporiasis",,"-","10","-","39","-","56","-","MICHIGAN",,"20234301767","POINT (-84.1966975 44.125199834)"
"OHIO","2023","43","Cyclosporiasis",,"-","22","-","123","-","28","-","OHIO",,"20234301768","POINT (-82.711215186 40.413056799)"
"WISCONSIN","2023","43","Cyclosporiasis",,"-","13","-","65","-","63","-","WISCONSIN",,"20234301769","POINT (-89.739185424 44.644833367)"
"WEST NORTH CENTRAL","2023","43","Cyclosporiasis",,"-","30","-","197","-","136","-",,"WEST NORTH CENTRAL","20234301770",
"IOWA","2023","43","Cyclosporiasis",,"-","12","-","47","-","32","-","IOWA",,"20234301771","POINT (-93.499972411 42.074698104)"
"KANSAS","2023","43","Cyclosporiasis",,"-","9","-","35","-","23","-","KANSAS",,"20234301772","POINT (-98.380170629 38.484726713)"
"MINNESOTA","2023","43","Cyclosporiasis",,"-","1","-",,"-","41","-","MINNESOTA",,"20234301773","POINT (-94.200790583 46.348855766)"
"MISSOURI","2023","43","Cyclosporiasis",,"-","20","-","80","-","22","-","MISSOURI",,"20234301774","POINT (-92.477746617 38.367982746)"
"NEBRASKA","2023","43","Cyclosporiasis",,"-","2","-","24","-","16","-","NEBRASKA",,"20234301775","POINT (-99.811107307 41.527270326)"
"NORTH DAKOTA","2023","43","Cyclosporiasis",,"-","2","-","6","-",,"-","NORTH DAKOTA",,"20234301776","POINT (-100.46938737 47.44627334)"
"SOUTH DAKOTA","2023","43","Cyclosporiasis",,"-","3","-","5","-","2","-","SOUTH DAKOTA",,"20234301777","POINT (-100.230536743 44.436128)"
"SOUTH ATLANTIC","2023","43","Cyclosporiasis",,"-","125","-","878","-","981","-",,"SOUTH ATLANTIC","20234301778",
"DELAWARE","2023","43","Cyclosporiasis",,"-","2","-","7","-","4","-","DELAWARE",,"20234301779","POINT (-75.467472144 39.008127276)"
"DISTRICT OF COLUMBIA","2023","43","Cyclosporiasis",,"-","1","-","2","-","2","-","DISTRICT OF COLUMBIA",,"20234301780","POINT (-77.016321746 38.904771192)"
"FLORIDA","2023","43","Cyclosporiasis",,"-","71","-","340","-","489","-","FLORIDA",,"20234301781","POINT (-81.68864879 28.566044895)"
"GEORGIA","2023","43","Cyclosporiasis",,"-","15","-","99","-","185","-","GEORGIA",,"20234301782","POINT (-83.444534401 32.648324554)"
"MARYLAND","2023","43","Cyclosporiasis",,"-","11","-","77","-","54","-","MARYLAND",,"20234301783","POINT (-76.15873 38.818199284)"
"NORTH CAROLINA","2023","43","Cyclosporiasis",,"-","34","-","133","-","127","-","NORTH CAROLINA",,"20234301784","POINT (-79.185417913 35.539344335)"
"SOUTH CAROLINA","2023","43","Cyclosporiasis",,"-","5","-","37","-","62","-","SOUTH CAROLINA",,"20234301785","POINT (-80.893752347 33.903863409)"
"VIRGINIA","2023","43","Cyclosporiasis",,"-","39","-","178","-","54","-","VIRGINIA",,"20234301786","POINT (-78.697948713 37.512820504)"
"WEST VIRGINIA","2023","43","Cyclosporiasis",,"-","1","-","5","-","4","-","WEST VIRGINIA",,"20234301787","POINT (-80.613616641 38.642414937)"
"EAST SOUTH CENTRAL","2023","43","Cyclosporiasis",,"-","43","-","261","-","69","-",,"EAST SOUTH CENTRAL","20234301788",
"ALABAMA","2023","43","Cyclosporiasis",,"-","34","-","139","-","19","-","ALABAMA",,"20234301789","POINT (-86.840286859 32.766542541)"
"KENTUCKY","2023","43","Cyclosporiasis",,"-","13","-","51","-","23","-","KENTUCKY",,"20234301790","POINT (-85.287620068 37.527232524)"
"MISSISSIPPI","2023","43","Cyclosporiasis",,"N",,"NC",,"N",,"N","MISSISSIPPI",,"20234301791","POINT (-89.657175808 32.723977799)"
"TENNESSEE","2023","43","Cyclosporiasis",,"-","11","-","71","-","27","-","TENNESSEE",,"20234301792","POINT (-86.343051177 35.843002697)"
"WEST SOUTH CENTRAL","2023","43","Cyclosporiasis",,"-","92","-","601","-","655","-",,"WEST SOUTH CENTRAL","20234301793",
"ARKANSAS","2023","43","Cyclosporiasis",,"-","7","-","18","-","9","-","ARKANSAS",,"20234301794","POINT (-92.4388847 34.899923725)"
"LOUISIANA","2023","43","Cyclosporiasis",,"-","15","-","66","-","66","-","LOUISIANA",,"20234301795","POINT (-91.42642 30.185846167)"
"OKLAHOMA","2023","43","Cyclosporiasis",,"N",,"NC",,"N",,"N","OKLAHOMA",,"20234301796","POINT (-97.508599361 35.58268395)"
"TEXAS","2023","43","Cyclosporiasis",,"-","73","-","517","-","580","-","TEXAS",,"20234301797","POINT (-99.33305009 31.462733046)"
"MOUNTAIN","2023","43","Cyclosporiasis",,"-","80","-","454","-","130","-",,"MOUNTAIN","20234301798",
"ARIZONA","2023","43","Cyclosporiasis",,"-","19","-","84","-","12","-","ARIZONA",,"20234301799","POINT (-111.664753988 34.293016451)"
"COLORADO","2023","43","Cyclosporiasis",,"-","60","-","261","-","87","-","COLORADO",,"20234301800","POINT (-105.547816373 38.998550562)"
